0	1	-1	subclone		
1	2	9	subclone	0,1,2,3,4,5,6	0
2	2	9	subclone	0,1,2,3,4,5,6,17,18,19,20	4
3	2	10	subclone	8,9,10,11,12,13,14,15,16,21,22,23,24,25,26,28,29	8
4	2	10	subclone	7,8,9,10,11,12,13,14,15,16	1
5	3	1	subclone	0,1,2,3,4,5,6	0
6	3	2	subclone	0,1,2,3,4,5,6,17,18,19,20	0
7	3	2	subclone	0,1,2,3,4,5,6,17,18,19,20,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45	16
8	3	4	subclone	7,8,9,10,11,12,13,14,15,16	0
9	1.5	0	unobserved subclone	0,1,2,3,4,5,6	7
10	1.5	0	unobserved subclone	8,9,10,11,12,13,14,15,16	9
