0	1	-1	subclone		
1	2	13	subclone	0,1,2,3,4,5,7,8,9,10,11,12,13	7
2	2	13	subclone	0,1,2,3,4,5,7,9,13,14,15,16,17	7
3	2	13	subclone	0,1,2,3,4,5,14,15,16,17	4
4	2	14	subclone	6	0
5	2	14	subclone	6,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	15
6	3	4	subclone	2,7,9,13	4
7	3	3	subclone	0,1,2,3,4,5,14,15,16,17	0
8	3	4	subclone	6	0
9	3	5	subclone	6,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	0
10	3	3	subclone	0,1,2,3,4,5,14,15,16,17,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47	15
11	3	4	subclone	1,2,3,10,15,17,26,34,35,36,37,39,40,43,45,46,47	17
12	3	4	subclone	6,19,20,21,22,23,24,25,26,27,28,29,31,32,48,49,50,51,52,53,54	20
13	1.5	0	unobserved subclone	0,1,2,3,4,5	6
14	1.5	0	unobserved subclone	6	1
