0	1	-1	subclone		
1	2	11	subclone	0,1,2,3,4,5,6	4
2	2	11	subclone	0,1,2,3,4,5,6,17,18,19,20,21,22,23,24	12
3	2	12	subclone	7,8,9,10,11,12,13,14,15,16,25,26,27,28,29	9
4	2	12	subclone	7,8,9,10,11,12,13,14,15,16,30	5
5	2	11	subclone	0,1,4,7,8,9,11,12,16,18,21,26,28,29	11,8
6	2	12	subclone	7,8,9,10,11,12,13,14,15,16,25,27,29	7
7	3	1	subclone	0,1,2,3,4,5,6	0
8	3	3	subclone	7,8,9,10,11,12,13,14,15,16,25,26,27,28,29	0
9	3	4	subclone	7,8,9,10,11,12,13,14,15,16,30	0
10	3	1	subclone	0,2,4,5,7,11,14	3
11	1.5	0	unobserved subclone	0,1,4	3
12	1.5	0	unobserved subclone	7,8,9,11,12,16	6
