0	1	-1	subclone		
1	2	14	subclone	0,1,2,5,11,12,48	4,4
2	2	14	subclone	0,1,2,14,15,16,17,18,19,20	7
3	2	15	subclone	3,4,5,6,7,8,9,10,11,12,13	8
4	2	15	subclone	3,4,5,6,7,8,9,10,11,12,13,21,22,23,24	12
5	2	14	subclone	0,1,2	0
6	3	5	subclone	0,1,2,4,13,39,43,46,48	6
7	3	1	subclone	0,1,2,5,11,12,48	0
8	3	2	subclone	0,1,2,14,15,16,17,18,19,20	0
9	3	3	subclone	3,4,5,6,7,8,9,10,11,12,13	0
10	3	4	subclone	3,4,5,6,7,8,9,10,11,12,13,21,22,23,24	0
11	3	4	subclone	3,4,5,6,7,8,9,10,11,12,13,21,22,23,24,38,39,40,41,42,43,44,45,46,47,48,49,50	13
12	3	3	subclone	3,4,5,6,7,8,9,10,11,12,13,51,52,53,54,55	5
13	3	5	subclone	0,1,2	0
14	1.5	0	unobserved subclone	0,1,2	3
15	1.5	0	unobserved subclone	5,11,12	3
