0	1	-1	subclone		
1	2	13	subclone	0,2,3,4,5,6,14,16,22	8
2	2	13	subclone	6,8,11,16,18,22,23,24	7
3	2	13	subclone	3,4,5,6	3
4	3	14	subclone	7,8,9,11,13,14,16,21,23,24	10
5	3	14	subclone	3,4,5,6,7,8,9,10,11,12,13,14,15,16,19,22,23	10
6	3	3	subclone	3,4,5,6	0
7	3	14	subclone	3,4,5,6,7,8,9,10,11,12,13,14,15,16	7
8	4	7	subclone	3,4,5,6,7,8,9,10,11,12,13,14,15,16	0
9	4	6	subclone	3,4,5,6	0
10	4	15	subclone	0,2,3,4,5,6,9,17,18,19,20,21,22,23,24,25	3
11	4	15	subclone	3,4,5,6,11,15,16,17,18,19,20,21,22,23,24,25	3
12	4	15	subclone	3,4,5,6,17,18,19,20,21,22,23,24,25	0
13	1.5	0	unobserved subclone	6	1
14	2.5	3	unobserved subclone	3,4,5,6,10,12,15	3
15	3.5	6	unobserved subclone	3,4,5,6,17,18,19,20,21,22,23,24,25	9
