0	1	-1	subclone		
1	2	0	subclone	0,1,2,3,11,12,13,14	8
2	2	17	subclone	4,5,6,7,8,9,10,21,22,23,24,25,26,27,28,29	9
3	2	17	subclone	4,5,6,7,8,9,10,142	1
4	3	1	subclone	0,1,2,3,15,16,17,18,19,20,30,31,32,33,34,35,36,37,38,39,40,41	18
5	3	2	subclone	4,5,6,7,8,9,10,21,22,23,24,25,26,27,28,29,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59	18
6	3	2	subclone	4,5,6,7,8,9,10,21,22,23,24,25,26,27,28,29,60,61,62,63,64,65,66,67,68,69,70,71,72	13
7	3	3	subclone	4,5,6,7,8,9,10,73,74,75,76,77,78,79,80,81,82,83,84,85	13
8	4	7	subclone	4,5,6,7,8,9,10,73,74,75,76,77,78,79,80,81,82,83,84,85,87,88,89,90,91	5
9	4	7	subclone	86,106,107,108,109,110,111,112,113,114,115,116,117,118	14
10	4	7	subclone	86,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,143,144,145,146,147,148,149,150,151,152,153,154	28
11	4	7	subclone	92,93,94,95,96,97,98,99,100,101,102,103,104,105,134,135,136,137,138,139,140,141	22
12	4	7	subclone	4,5,6,7,8,9,10,142	1
13	5	10	subclone	86,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,143,144,145,146,147,148,149,150,151,152,153,154	0
14	5	11	subclone	92,93,94,95,96,97,98,99,100,101,102,103,104,105,134,135,136,137,138,139,140,141	0
15	5	12	subclone	4,5,6,7,8,9,10,142,170,171,172,173,174,175	6
16	5	12	subclone	4,5,6,7,8,9,10,142	0
17	1.5	0	unobserved subclone	4,5,6,7,8,9,10	7
