0	1	-1	subclone		
1	2	13	subclone	0,1,2,3,4,5,6	0
2	2	13	subclone	0,1,2,3,4,5,6,16,17,18,19	4
3	2	14	subclone	7,8,9,10,11,12,13,14,15	0
4	2	14	subclone	7,8,9,10,11,12,13,14,15,20,21	2
5	3	1	subclone	0,1,2,3,4,5,6	0
6	3	2	subclone	0,1,2,3,4,5,6,16,17,18,19	0
7	3	3	subclone	7,8,9,10,11,12,13,14,15	0
8	3	4	subclone	7,8,9,10,11,12,13,14,15,20,21	0
9	3	1	subclone	0,1,2,3,4,5,6,16,17	2
10	3	1	subclone	0,1,2,3,4,5,6,22,23,24,25,26,27,28,29,30,31,32	11
11	3	4	subclone	7,8,9,10,11,12,13,14,15,20,21,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48	16
12	3	3	subclone	7,8,9,10,11,12,13,14,15,49,50,51,52,53,54,55,56,57,58,59,60	12
13	1.5	0	unobserved subclone	0,1,2,3,4,5,6	7
14	1.5	0	unobserved subclone	7,8,9,10,11,12,13,14,15	9
