0	1	-1	subclone		
1	2	12	subclone	0,1	0
2	2	12	subclone	0,1,12,13,14,15,16,17,18,19,20,21,22,23	12
3	3	1	subclone	0,1	0
4	3	2	subclone	0,1,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36	13
5	3	2	subclone	0,1,12,13,14,15,16,17,18,19,20,21,22,23,37,38,39,40,41,42,43,44,45,46,47,48	12
6	3	1	subclone	0,1,49,50,51,52,53,54	6
7	4	3	subclone	0,1	0
8	4	5	subclone	0,1,12,13,14,15,16,17,18,19,20,21,22,23,37,38,39,40,41,42,43,44,45,46,47,48	0
9	4	6	subclone	0,1,49,50,51,52,53,54	0
10	4	6	subclone	0,1,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65	11
11	4	3	subclone	0,1,66,67,68,69,70,71,72,73,74,75	10
12	1.5	0	unobserved subclone	0,1	2
