0	1	-1	subclone		
1	2	16	subclone	0	0
2	2	16	subclone	0,11,12,13,14,15,16,17,18,19,20,21,22	12
3	2	17	subclone	1,2,3,4,5,6,7,8,9,10,23,24,25,26,27,28,29,30,31,32,33	11
4	2	17	subclone	1,2,3,4,5,6,7,8,9,10,34,35,36,37	4
5	3	1	subclone	0	0
6	3	4	subclone	1,2,3,4,5,6,7,8,9,10,34,35,36,37	0
7	3	1	subclone	0,38,39,40,41,42,43,44,45,46,47,48	11
8	3	1	subclone	14,17,27,35,38,39,40,41,43,45,47,48,53,77	14
9	3	4	subclone	1,2,3,4,5,6,7,8,9,10,34,35,36,37,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66	18
10	4	5	subclone	0	0
11	4	6	subclone	1,2,3,4,5,6,7,8,9,10,34,35,36,37	0
12	4	7	subclone	0,38,39,40,41,42,43,44,45,46,47,48	0
13	4	8	subclone	14,17,27,35,38,39,40,41,43,45,47,48,53,77	0
14	4	9	subclone	1,2,3,4,5,6,7,8,9,10,34,35,36,37,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66	0
15	4	9	subclone	1,2,3,4,5,6,7,8,9,10,34,35,36,37,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78	12
16	1.5	0	unobserved subclone	0	1
17	1.5	0	unobserved subclone	1,2,3,4,5,6,7,8,9,10	10
