0	1	-1	subclone		
1	2	12	subclone	0,1,2,3,4,5,26,34	2,7
2	2	12	subclone	0,1,2,3,4,5,14,15,16,17	4
3	2	14	subclone	6,7,8,9,10,11,12,13	0
4	2	13	subclone	6,7,8,9,10,11,12,13,18,19,20,21,22,23,24,25,26,27,28,29	19,12
5	2	12	subclone	0,1,2,3,4,5	0
6	3	5	subclone	0,1,2,3,4,5	0
7	3	2	subclone	0,1,2,3,4,5,14,15,16,17	0
8	3	3	subclone	6,7,8,9,10,11,12,13	0
9	3	4	subclone	6,7,8,9,10,11,12,13,18,19,20,21,22,23,24,25,26,27,28,29	0
10	3	2	subclone	0,1,2,3,4,5,14,15,16,17,30,31,32,33,34,35,36,37,38	9
11	3	3	subclone	6,7,8,9,10,11,12,13,39,40,41,42,43,44,45,46	8
12	1.5	0	unobserved subclone	0,1,2,3,4,5	6
13	1.5	0	unobserved subclone	26	1
14	1.5	0	unobserved subclone	6,7,8,9,10,11,12,13	8
