0	1	-1	subclone		
1	2	10	subclone	0,1	0
2	2	10	subclone	0,1,17,18,19,20,21,22,23	7
3	2	11	subclone	2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,24,25,26	9
4	2	11	subclone	3,4,6,7,9,10,12,13,16,27,28,30	3
5	2	11	subclone	2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,27,28,29,30,31	11
6	3	1	subclone	0,1	0
7	3	3	subclone	2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,24,25,26	0
8	3	5	subclone	2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,27,28,29,30,31	0
9	3	1	subclone	2,3,6,8,9,10,11,12,16,18,20,25,27,28,29,30	16
10	1.5	0	unobserved subclone	0,1	2
11	1.5	0	unobserved subclone	3,4,6,7,9,10,12,13,16	9
