0	1	-1	subclone		
1	2	12	subclone	0,1,2,14,15,16,17,18,19,20	7
2	2	13	subclone	3,4,5,6,7,8,9,10,11,12,13	0
3	2	13	subclone	3,4,5,6,7,8,9,10,11,12,13,21,22,23,24	4
4	2	12	subclone	0,1,2	0
5	3	4	subclone	0,1,2,5,14,24,34,49,50	6
6	3	1	subclone	0,1,2,14,15,16,17,18,19,20	0
7	3	2	subclone	3,4,5,6,7,8,9,10,11,12,13	0
8	3	3	subclone	3,4,5,6,7,8,9,10,11,12,13,21,22,23,24	0
9	3	4	subclone	0,1,2	0
10	3	3	subclone	3,4,5,6,7,8,9,10,11,12,13,21,22,23,24,38,39,40,41,42,43,44,45,46,47,48,49,50	13
11	3	2	subclone	3,4,5,6,7,8,9,10,11,12,13,51,52,53,54,55	5
12	1.5	0	unobserved subclone	0,1,2	3
13	1.5	0	unobserved subclone	3,4,5,6,7,8,9,10,11,12,13	11
